epoch,train_loss,train_top1,train_top5,val_loss,val_top1,val_top5
1,3.8638395399827226,0.10506923076923078,0.31356923076923077,3.3006532062530516,0.19,0.4794
2,3.2003704518244818,0.22027692307692306,0.5009461538461538,2.919280397796631,0.2754,0.5834
3,2.796679034071702,0.3027076923076923,0.5992461538461539,2.5700067260742188,0.3502,0.6602
4,2.4927183913304254,0.36785384615384614,0.6648846153846154,2.2217739864349366,0.4274,0.729
5,2.263674412037776,0.41884615384615387,0.7110461538461539,2.0243998363494873,0.4698,0.7672
6,2.0816471247452957,0.45903076923076924,0.7460769230769231,1.8518087036132813,0.5058,0.797
7,1.943582004591135,0.49085384615384614,0.7700846153846154,1.8046440670013428,0.5288,0.7964
8,1.8297025839145367,0.5186,0.7888846153846154,1.6373248157501221,0.562,0.8274
9,1.7372739936241737,0.5389538461538461,0.8067153846153846,1.5821946405410767,0.5808,0.8354
10,1.6710176250897921,0.5550307692307692,0.8166230769230769,1.4269380380630494,0.612,0.863
11,1.5919393889353826,0.5738846153846154,0.8295769230769231,1.4396113063812255,0.6148,0.8624
12,1.5430633833811833,0.5861076923076923,0.8375,1.5760620483398438,0.5924,0.8458
13,1.4843336537727942,0.6009538461538462,0.8446307692307692,1.3451446208953857,0.6404,0.8692
14,1.4457220106418316,0.6109307692307693,0.8504538461538461,1.3523909057617187,0.6388,0.8728
15,1.4032612217242901,0.6202307692307693,0.8581384615384615,1.2899737180709838,0.6564,0.874
16,1.36083820944566,0.630476923076923,0.8626538461538461,1.232192547225952,0.6684,0.886
17,1.3271490683628964,0.6383153846153846,0.8674384615384615,1.2144548555374146,0.6742,0.891
18,1.2980340067643386,0.6468461538461538,0.8711153846153846,1.1828617961883545,0.6764,0.892
19,1.2701917879104614,0.6534692307692308,0.8756538461538461,1.1318074514389038,0.6904,0.899
20,1.2422284926781288,0.6598384615384615,0.8789769230769231,1.1176619693756102,0.691,0.9036
21,1.2185820935175968,0.6661153846153847,0.8831,1.1666508358001708,0.6864,0.8932
22,1.1973140711124126,0.6709,0.8857153846153846,1.028811336517334,0.717,0.9146
23,1.1734703182220458,0.6773615384615385,0.8891153846153846,1.0982227103233337,0.6984,0.905
24,1.1510693309930655,0.6822307692307692,0.8918076923076923,1.0314888903617858,0.7136,0.9134
25,1.137621555680495,0.6861307692307692,0.8928692307692307,0.9951828901290893,0.7266,0.9174
26,1.120426080938486,0.6902538461538461,0.8958153846153846,1.004262638092041,0.718,0.9182
27,1.1024240294529841,0.6955384615384615,0.8973,0.9893939323425293,0.7236,0.9188
28,1.0814132158132699,0.7015153846153847,0.9002384615384615,1.0400706107139588,0.7184,0.9128
29,1.0743651052768415,0.7022,0.9010692307692307,1.03090226020813,0.7116,0.919
30,1.0588112654172457,0.7069461538461539,0.9037153846153846,0.9608495649337768,0.7342,0.9204
31,0.8876433545699486,0.7518538461538462,0.9238461538461539,0.7922744187355042,0.7742,0.9428
32,0.8428887398499709,0.7641076923076923,0.9292384615384616,0.7839768452644348,0.7786,0.9432
33,0.8232381543086126,0.7698615384615385,0.931876923076923,0.7709838895797729,0.7834,0.9438
34,0.8106592829337487,0.7736692307692308,0.9327384615384615,0.7687598135948182,0.7818,0.9446
35,0.7944520365641667,0.7752692307692308,0.9353538461538462,0.7672454204559326,0.786,0.9442
36,0.7938136622942411,0.7766692307692308,0.9356923076923077,0.7568730490684509,0.7866,0.9476
37,0.7878369558554429,0.7785923076923077,0.9357384615384615,0.7584454365730285,0.7902,0.946
38,0.7787791864982018,0.7805307692307693,0.9370846153846154,0.7504559626579285,0.7856,0.9472
39,0.7766990814575783,0.7805230769230769,0.9379076923076923,0.748955443572998,0.7904,0.946
40,0.7691083004584679,0.7826384615384615,0.9377692307692308,0.7488225369930267,0.789,0.9496
41,0.7610427190487201,0.7849461538461538,0.9389307692307692,0.7546497390270234,0.7896,0.9472
42,0.7600041892198416,0.7859615384615385,0.9384692307692307,0.7549693241119385,0.7866,0.9462
43,0.754602844795814,0.7860846153846154,0.9404538461538462,0.7491719654083252,0.7876,0.9486
44,0.745717375593919,0.7893230769230769,0.9409538461538461,0.7446190871238708,0.79,0.9484
45,0.7491241700465863,0.7883615384615384,0.940076923076923,0.7404763203620911,0.791,0.9468
46,0.7468544727912316,0.7886230769230769,0.9402615384615385,0.7450541551589965,0.7906,0.9476
47,0.7449753585228553,0.7888,0.9404538461538462,0.7428297420978546,0.7912,0.9494
48,0.731654846059359,0.7920307692307692,0.9418307692307692,0.7439209277153015,0.7922,0.9492
49,0.7324125947878911,0.7924615384615384,0.9425307692307693,0.7356914309024811,0.7908,0.9498
50,0.7323151866912841,0.7922846153846154,0.9431384615384616,0.7412318576335907,0.792,0.9496
51,0.725134499168396,0.7942769230769231,0.9428846153846154,0.735612219619751,0.7956,0.949
52,0.7213300745010376,0.796,0.9431923076923077,0.744169145488739,0.7932,0.9472
53,0.7229441312716557,0.7939461538461539,0.9425615384615385,0.7369007513046265,0.7944,0.9486
54,0.7137119847297668,0.7966923076923077,0.9441615384615385,0.7386968565464019,0.793,0.9498
55,0.713796052808028,0.7972384615384616,0.9442076923076923,0.7433938300132752,0.7924,0.9484
56,0.7096601977274968,0.7972384615384616,0.9448692307692308,0.737947560596466,0.7928,0.9486
57,0.7044354580732493,0.7992307692307692,0.9450076923076923,0.7327695508003235,0.7958,0.9484
58,0.7081117187940157,0.7977538461538461,0.9441923076923077,0.736860500049591,0.7936,0.9506
59,0.7003256142616272,0.8006538461538462,0.945,0.7297584578990937,0.795,0.9506
60,0.696034987434974,0.8024538461538462,0.9455076923076923,0.730878462266922,0.7968,0.9484
61,0.6763709020101107,0.8074307692307693,0.9480384615384615,0.7158691765785218,0.8006,0.9536
62,0.6676402074373685,0.8090615384615385,0.9484461538461538,0.714248235988617,0.8024,0.953
63,0.6693947030580961,0.8087538461538462,0.9482307692307692,0.7113031092643738,0.8014,0.9538
64,0.6642662464655362,0.8106615384615384,0.9494230769230769,0.7142664835929871,0.8032,0.953
65,0.6641631585267874,0.8108538461538461,0.9491538461538461,0.7135893537521363,0.802,0.9532
66,0.6627145910703219,0.8105769230769231,0.9497846153846153,0.7122498257160187,0.8006,0.953
67,0.6625400418574994,0.8111846153846154,0.949076923076923,0.71438866314888,0.8016,0.9526
68,0.6635933869508597,0.8110307692307692,0.9492461538461539,0.7101230086803436,0.8008,0.9544
69,0.6597383967839755,0.8125307692307693,0.9498307692307693,0.7125722181320191,0.7998,0.9524
70,0.6553939207077026,0.8126307692307693,0.9506,0.7112367750644684,0.8028,0.9544
71,0.6623226876038771,0.8124230769230769,0.9490461538461539,0.7117052768707275,0.802,0.9532
72,0.6631174741598276,0.8102923076923076,0.9489461538461539,0.7129442812919616,0.7994,0.955
73,0.6612428139613225,0.812,0.9490846153846154,0.7114394779682159,0.804,0.954
74,0.6553822199894832,0.8128692307692308,0.9508307692307693,0.7134478747367858,0.801,0.9532
75,0.654218445279048,0.814923076923077,0.9506769230769231,0.7129693745613098,0.8004,0.9534
76,0.6553457904962393,0.8126692307692308,0.9503769230769231,0.7112709791183471,0.8018,0.9542
77,0.6571236077822171,0.8127846153846154,0.9496,0.7119247743129731,0.8012,0.953
78,0.6534556575041551,0.8125538461538462,0.9502,0.7122756921291351,0.8012,0.9524
79,0.6553195877001836,0.8132538461538461,0.9496923076923077,0.7132440489292144,0.8002,0.952
80,0.6490909077644348,0.8151384615384616,0.9512384615384616,0.712389959526062,0.799,0.9542
81,0.6547273311174833,0.8129,0.9502,0.7108386138916015,0.8022,0.953
82,0.6556785973695608,0.8129923076923077,0.9502,0.7127783751964569,0.8016,0.953
83,0.6502550099519583,0.8141923076923077,0.951,0.7103073847293854,0.8004,0.9532
84,0.6510046368819017,0.8132461538461538,0.9503692307692307,0.7072734704494477,0.8014,0.9524
85,0.6540338859044589,0.8142538461538461,0.9502,0.7092000970840454,0.803,0.9544
86,0.6513718121015108,0.8145076923076923,0.9505538461538462,0.711297457742691,0.802,0.9542
87,0.6521563006914579,0.8140153846153846,0.9506230769230769,0.7090446635246277,0.7996,0.9526
88,0.6506198936389043,0.8150923076923077,0.9504153846153847,0.707957667016983,0.802,0.954
89,0.6499132661746099,0.8147461538461539,0.9502307692307692,0.7078835566520691,0.8018,0.9532
90,0.6473721537956825,0.8149,0.9514769230769231,0.711034272813797,0.7994,0.9536
91,0.6454697009600125,0.8170923076923077,0.9505461538461538,0.7106257462978363,0.8018,0.953
92,0.6458975245108971,0.8154230769230769,0.9517384615384615,0.7079174534797669,0.8008,0.9526
93,0.6480038747127239,0.8152076923076923,0.9502615384615385,0.7075339750289917,0.801,0.9534
94,0.6471401990743784,0.8149076923076923,0.9521,0.7113649790287018,0.803,0.952
95,0.6458407113221976,0.8154769230769231,0.951023076923077,0.7085287908554078,0.7994,0.9542
96,0.6456563277244568,0.8153307692307692,0.9507846153846153,0.7070414355278015,0.8008,0.954
97,0.6429732859464792,0.8161153846153846,0.9513538461538461,0.7076419951915741,0.8012,0.954
98,0.6455376674065223,0.8158307692307692,0.9511461538461539,0.7088208339691162,0.8014,0.9538
99,0.6498146292613103,0.8144230769230769,0.9511307692307692,0.7074976916313171,0.8018,0.9538
100,0.6485430232084715,0.8153615384615385,0.9504769230769231,0.7071145131111145,0.8028,0.9532
