epoch,train_loss,train_top1,train_top5,val_loss,val_top1,val_top5,lr,epoch_time
1,4.61182,0.02315,0.11262,11.18364,0.01800,0.09100,0.1,28.15333
2,4.38809,0.03877,0.15138,4.29864,0.04080,0.17520,0.1,25.08526
3,4.26415,0.04508,0.18246,4.29709,0.04140,0.17340,0.1,25.17123
4,4.20695,0.05515,0.20069,4.28149,0.04540,0.17980,0.1,24.91541
5,4.14846,0.05931,0.21654,4.13481,0.06180,0.22320,0.1,25.07114
