epoch,train_loss,train_top1,train_top5,val_loss,val_top1,val_top5
49,1.3837393825531006,0.6225692307692308,0.8599692307692308,1.1726605428695678,0.6792,0.8934
50,1.3746667573635394,0.6256384615384616,0.8610538461538462,1.1851088437080384,0.6772,0.8932
51,1.371065069257296,0.6253692307692308,0.8619307692307693,1.1886052249908448,0.6722,0.8912
52,1.373190221595764,0.625523076923077,0.8620769230769231,1.16758075466156,0.6822,0.8966
53,1.372329257275508,0.6255,0.860323076923077,1.172065369987488,0.6792,0.8938
54,1.3676336535380438,0.6268230769230769,0.8628692307692307,1.1709221248626709,0.6752,0.895
55,1.358790491104126,0.6283384615384615,0.8625307692307692,1.16580176486969,0.681,0.8968
56,1.3576404237013597,0.6293076923076923,0.862423076923077,1.1665094676971435,0.6774,0.8954
57,1.350997254723769,0.6314923076923077,0.8645153846153846,1.1734996335983277,0.6784,0.8954
58,1.3569891595547017,0.6302153846153846,0.8636538461538461,1.155875370311737,0.6828,0.8974
59,1.3553028320752658,0.6300384615384615,0.8646615384615385,1.1751202074050904,0.6762,0.896
60,1.348420540516193,0.6317307692307692,0.8648461538461538,1.1637141956329347,0.678,0.8998
61,1.3202126573122466,0.6387615384615385,0.8676692307692307,1.1348509587287903,0.6898,0.899
62,1.3194025807307317,0.6384230769230769,0.869376923076923,1.1330021865844726,0.6894,0.8998
63,1.3150863071735088,0.6392923076923077,0.8702538461538462,1.13142430267334,0.688,0.8998
64,1.3117827043973482,0.6409769230769231,0.8700692307692308,1.1352774850845337,0.6878,0.8982
65,1.3170013269717877,0.6404,0.8684153846153846,1.1313087282180787,0.6892,0.8998
66,1.315528787965041,0.6405307692307692,0.8697846153846154,1.1321601608276368,0.689,0.8982
67,1.3161286240504337,0.6389923076923076,0.8692692307692308,1.1326237606048584,0.689,0.899
68,1.3113407188268809,0.6388923076923076,0.8704923076923077,1.1315661364555358,0.6912,0.8996
69,1.3149876682574932,0.6406538461538461,0.8692461538461539,1.1316887886047364,0.6872,0.9002
70,1.310426512307387,0.6399923076923076,0.8708307692307692,1.1279389286994934,0.6914,0.9002
71,1.3085565745867216,0.6404153846153846,0.8715384615384615,1.1288918948173523,0.6918,0.9002
72,1.3074210812642024,0.6415461538461539,0.8713692307692308,1.1296670540809632,0.6904,0.8992
73,1.3088942727309008,0.6405923076923077,0.8710846153846153,1.1302505548477173,0.6902,0.8994
74,1.3033687613413885,0.6430076923076923,0.8714307692307692,1.1299714594841004,0.69,0.8988
75,1.3099396822122427,0.6405615384615385,0.8695153846153846,1.1302696580886842,0.69,0.9
76,1.3067880829444298,0.6409538461538462,0.8703076923076923,1.1284568891525268,0.688,0.9
77,1.3039847030052771,0.6409769230769231,0.8706307692307692,1.128814544582367,0.6904,0.9008
78,1.3112884666149434,0.6409076923076923,0.8703384615384615,1.1306658259391784,0.6902,0.9002
79,1.3036079254883985,0.6417692307692308,0.8707153846153847,1.1259176143646241,0.6914,0.902
80,1.3049009231127224,0.6413076923076924,0.871523076923077,1.1277748342514038,0.691,0.9008
81,1.3050367342875555,0.641676923076923,0.8718153846153847,1.1289409781455995,0.6932,0.9
82,1.3051873655612651,0.6416,0.8709307692307693,1.126239168548584,0.693,0.9008
83,1.3067113295628474,0.6406923076923077,0.8707615384615385,1.1271138793945312,0.6924,0.9004
84,1.3068178814081046,0.6408769230769231,0.8710615384615384,1.1284658069610596,0.6918,0.8992
85,1.3018893992937528,0.6425846153846154,0.8709692307692307,1.1274910966873168,0.689,0.9022
86,1.29630981863462,0.6433230769230769,0.8728923076923077,1.1284213265419005,0.6918,0.8988
87,1.2943973388378436,0.6449307692307692,0.8733153846153846,1.1279602946281433,0.6886,0.9
88,1.3022670613508958,0.6417,0.8709076923076923,1.1295156297683715,0.691,0.8992
89,1.2957169747866117,0.6439538461538461,0.872523076923077,1.1279563245773316,0.6888,0.9
90,1.3041106373713567,0.6429307692307692,0.8707769230769231,1.1290209595680236,0.6924,0.9006
91,1.2973884967510516,0.6428153846153846,0.8726153846153846,1.127836891078949,0.6916,0.9008
92,1.2973995863694412,0.6441307692307693,0.8713846153846154,1.1256737871170044,0.6918,0.9018
93,1.3040422399227436,0.6428461538461538,0.8697461538461538,1.1274177473068236,0.689,0.9
94,1.2972521708708542,0.6436153846153846,0.8725307692307692,1.1272565006256103,0.6912,0.9002
95,1.3027677214842577,0.6432692307692308,0.8716076923076923,1.1265302631378173,0.692,0.9
96,1.2950066627649162,0.6448384615384616,0.8728923076923077,1.1278131590843201,0.692,0.9002
97,1.3005798402199378,0.6430538461538462,0.8723846153846154,1.1262299032211305,0.6912,0.9012
98,1.2988271493618304,0.6437,0.8718384615384616,1.1250682173728943,0.6918,0.902
99,1.296880697939946,0.6440538461538462,0.8723538461538461,1.12624888381958,0.6908,0.9008
100,1.2930925440274752,0.6438923076923077,0.8731846153846153,1.1258645677566528,0.6912,0.9006
