epoch,train_loss,train_top1,train_top5,val_loss,val_top1,val_top5,lr,epoch_time
1,4.54175,0.02015,0.08923,4.39676,0.03020,0.13780,0.1,13.29590
2,4.37236,0.03377,0.14038,4.27729,0.04320,0.16760,0.1,12.82439
3,4.28153,0.04131,0.17508,4.16780,0.04860,0.20720,0.1,12.23114
4,4.23752,0.04669,0.18992,4.15514,0.05700,0.21120,0.1,12.26915
5,4.18951,0.05331,0.20269,4.09053,0.06700,0.24640,0.1,12.49339
